platform_id	platform_name	os	version	uv	hp_cal_dt
2	主APP	ios	4.1.2	1	2016-12-23 
2	主APP	ios	4.2.0	4	2016-12-23 
2	主APP	ios	4.3.0	1	2016-12-23 
2	主APP	ios	4.5.0	1	2016-12-23 
2	主APP	ios	4.6.0	2	2016-12-23 
2	主APP	ios	4.6.1	1	2016-12-23 
2	主APP	ios	4.7.0	1	2016-12-23 
2	主APP	ios	4.7.1	0	2016-12-23 
2	主APP	ios	4.7.2	0	2016-12-23 
2	主APP	ios	4.8.0	1	2016-12-23 
2	主APP	ios	4.8.1	0	2016-12-23 
2	主APP	ios	4.8.2	5	2016-12-23 
2	主APP	ios	4.9.0	7	2016-12-23 
2	主APP	ios	4.9.10	0	2016-12-23 
2	主APP	ios	4.9.11	0	2016-12-23 
2	主APP	ios	4.9.12	0	2016-12-23 
2	主APP	ios	5.0.0	3	2016-12-23 
2	主APP	ios	5.1.0	1	2016-12-23 
2	主APP	ios	5.2.0	4	2016-12-23 
2	主APP	ios	5.2.1	0	2016-12-23 
2	主APP	ios	5.3.0	0	2016-12-23 
2	主APP	ios	5.3.1	19	2016-12-23 
2	主APP	ios	5.4.0	12	2016-12-23 
2	主APP	ios	5.4.5	10	2016-12-23 
2	主APP	ios	5.5.0	5	2016-12-23 
2	主APP	ios	5.5.1	8	2016-12-23 
2	主APP	ios	5.6.0	11	2016-12-23 
2	主APP	ios	5.7.0	18	2016-12-23 
2	主APP	ios	5.8.1	7	2016-12-23 
2	主APP	ios	5.8.2	11	2016-12-23 
2	主APP	ios	5.9.0	11	2016-12-23 
2	主APP	ios	5.9.5	18	2016-12-23 
2	主APP	ios	6.0.0	0	2016-12-23 
2	主APP	ios	6.0.1	36	2016-12-23 
2	主APP	ios	6.0.2	1	2016-12-23 
2	主APP	ios	6.1.0	35	2016-12-23 
2	主APP	ios	6.2.0	6	2016-12-23 
2	主APP	ios	6.2.1	25	2016-12-23 
2	主APP	ios	6.3.0	75	2016-12-23 
2	主APP	ios	6.4.0	33	2016-12-23 
2	主APP	ios	6.4.1	26	2016-12-23 
2	主APP	ios	6.5.0	26	2016-12-23 
2	主APP	ios	6.5.1	64	2016-12-23 
2	主APP	ios	6.6.0	46	2016-12-23 
2	主APP	ios	6.6.5	99	2016-12-23 
2	主APP	ios	6.7.0	76	2016-12-23 
2	主APP	ios	6.7.5	107	2016-12-23 
2	主APP	ios	6.8.0	89	2016-12-23 
2	主APP	ios	6.8.5	267	2016-12-23 
2	主APP	ios	6.9.0	245	2016-12-23 
2	主APP	ios	6.9.5	512	2016-12-23 
2	主APP	ios	6.9.7	463	2016-12-23 
2	主APP	ios	6.9.8	418	2016-12-23 
2	主APP	ios	7.0.0	207	2016-12-23 
2	主APP	ios	7.0.1	982	2016-12-23 
2	主APP	ios	7.0.2	615	2016-12-23 
2	主APP	ios	7.1.0	1074	2016-12-23 
2	主APP	ios	7.2.0	1005	2016-12-23 
2	主APP	ios	7.5.0	660	2016-12-23 
2	主APP	ios	7.5.1	2154	2016-12-23 
2	主APP	ios	7.5.3	0	2016-12-23 
2	主APP	ios	7.6.0	3892	2016-12-23 
2	主APP	ios	7.7.0	1146	2016-12-23 
2	主APP	ios	7.8.0	1382	2016-12-23 
2	主APP	ios	7.8.1	1054	2016-12-23 
2	主APP	ios	7.8.2	4250	2016-12-23 
2	主APP	ios	7.9.0	12044	2016-12-23 
2	主APP	ios	7.9.2	17652	2016-12-23 
2	主APP	ios	7.9.4	10205	2016-12-23 
2	主APP	ios	7.9.6	10527	2016-12-23 
2	主APP	ios	7.9.8	12278	2016-12-23 
2	主APP	ios	8.0.0	7252	2016-12-23 
2	主APP	ios	8.0.1	12198	2016-12-23 
2	主APP	ios	8.0.2	10285	2016-12-23 
2	主APP	ios	8.0.4	9357	2016-12-23 
2	主APP	ios	8.0.5	21502	2016-12-23 
2	主APP	ios	8.0.6	16247	2016-12-23 
2	主APP	ios	8.0.8	27153	2016-12-23 
2	主APP	ios	8.1.0	35364	2016-12-23 
2	主APP	ios	8.1.2	58864	2016-12-23 
2	主APP	ios	8.1.4	51822	2016-12-23 
2	主APP	ios	8.1.6	48434	2016-12-23 
2	主APP	ios	9.0.0	11866	2016-12-23 
2	主APP	ios	9.0.1	147053	2016-12-23 
2	主APP	ios	9.0.2	214832	2016-12-23 
2	主APP	ios	9.0.4	111750	2016-12-23 
2	主APP	ios	9.0.6	290192	2016-12-23 
2	主APP	ios	9.0.8	493573	2016-12-23 
2	主APP	ios	9.1.0	3894828	2016-12-23 
2	主APP	ios	9.1.2	60	2016-12-23 
2	主APP	ios	9.9.9	0	2016-12-23 
2	主APP	ios	1.0.0	0	2016-12-22 
2	主APP	ios	1.0.1	0	2016-12-22 
2	主APP	ios	1.0.3	0	2016-12-22 
2	主APP	ios	1.1.0	41	2016-12-22 
2	主APP	ios	2.2.0	0	2016-12-22 
2	主APP	ios	3.0.0	0	2016-12-22 
2	主APP	ios	3.1.0	0	2016-12-22 
2	主APP	ios	3.1.1	0	2016-12-22 
2	主APP	ios	4.0.0	1	2016-12-22 
2	主APP	ios	4.1.0	1	2016-12-22 
2	主APP	ios	4.1.2	0	2016-12-22 
2	主APP	ios	4.2.0	2	2016-12-22 
2	主APP	ios	4.3.0	0	2016-12-22 
2	主APP	ios	4.5.0	0	2016-12-22 
2	主APP	ios	4.6.0	1	2016-12-22 
2	主APP	ios	4.6.1	2	2016-12-22 
2	主APP	ios	4.7.0	2	2016-12-22 
2	主APP	ios	4.7.1	2	2016-12-22 
2	主APP	ios	4.7.2	0	2016-12-22 
2	主APP	ios	4.8.0	1	2016-12-22 
2	主APP	ios	4.8.1	2	2016-12-22 
2	主APP	ios	4.8.2	1	2016-12-22 
2	主APP	ios	4.9.0	1	2016-12-22 
2	主APP	ios	4.9.10	0	2016-12-22 
2	主APP	ios	4.9.11	0	2016-12-22 
2	主APP	ios	4.9.12	0	2016-12-22 
2	主APP	ios	5.0.0	4	2016-12-22 
2	主APP	ios	5.1.0	10	2016-12-22 
2	主APP	ios	5.2.0	4	2016-12-22 
2	主APP	ios	5.2.1	0	2016-12-22 
2	主APP	ios	5.3.0	0	2016-12-22 
2	主APP	ios	5.3.1	19	2016-12-22 
2	主APP	ios	5.4.0	8	2016-12-22 
2	主APP	ios	5.4.5	15	2016-12-22 
2	主APP	ios	5.5.0	4	2016-12-22 
2	主APP	ios	5.5.1	11	2016-12-22 
2	主APP	ios	5.6.0	18	2016-12-22 
2	主APP	ios	5.7.0	18	2016-12-22 
2	主APP	ios	5.8.1	7	2016-12-22 
2	主APP	ios	5.8.2	14	2016-12-22 
2	主APP	ios	5.9.0	13	2016-12-22 
2	主APP	ios	5.9.5	20	2016-12-22 
2	主APP	ios	6.0.0	0	2016-12-22 
2	主APP	ios	6.0.1	20	2016-12-22 
2	主APP	ios	6.0.2	2	2016-12-22 
2	主APP	ios	6.1.0	26	2016-12-22 
2	主APP	ios	6.2.0	11	2016-12-22 
2	主APP	ios	6.2.1	18	2016-12-22 
2	主APP	ios	6.3.0	67	2016-12-22 
2	主APP	ios	6.4.0	33	2016-12-22 
2	主APP	ios	6.4.1	27	2016-12-22 
2	主APP	ios	6.5.0	44	2016-12-22 
2	主APP	ios	6.5.1	51	2016-12-22 
2	主APP	ios	6.6.0	42	2016-12-22 
2	主APP	ios	6.6.5	63	2016-12-22 
2	主APP	ios	6.7.0	51	2016-12-22 
2	主APP	ios	6.7.5	99	2016-12-22 
2	主APP	ios	6.8.0	86	2016-12-22 
2	主APP	ios	6.8.5	266	2016-12-22 
2	主APP	ios	6.9.0	204	2016-12-22 
2	主APP	ios	6.9.5	453	2016-12-22 
2	主APP	ios	6.9.7	389	2016-12-22 
2	主APP	ios	6.9.8	367	2016-12-22 
2	主APP	ios	7.0.0	173	2016-12-22 
2	主APP	ios	7.0.1	886	2016-12-22 
2	主APP	ios	7.0.2	556	2016-12-22 
2	主APP	ios	7.1.0	939	2016-12-22 
2	主APP	ios	7.2.0	936	2016-12-22 
2	主APP	ios	7.5.0	590	2016-12-22 
2	主APP	ios	7.5.1	1883	2016-12-22 
2	主APP	ios	7.5.3	0	2016-12-22 
2	主APP	ios	7.6.0	3489	2016-12-22 
