platform_id	platform_name	os	version	uv	hp_cal_dt
2	主APP	ios	4.9.11	0	2017-02-17
2	主APP	ios	4.9.12	0	2017-02-17
2	主APP	ios	4.9.9	0	2017-02-17
2	主APP	ios	5.0.0	1	2017-02-17
2	主APP	ios	5.1.0	5	2017-02-17
2	主APP	ios	5.2.0	1	2017-02-17
2	主APP	ios	5.2.1	0	2017-02-17
2	主APP	ios	5.3.0	0	2017-02-17
2	主APP	ios	5.3.1	6	2017-02-17
2	主APP	ios	5.4.0	6	2017-02-17
2	主APP	ios	5.4.5	1	2017-02-17
2	主APP	ios	5.5.0	1	2017-02-17
2	主APP	ios	5.5.1	4	2017-02-17
2	主APP	ios	5.6.0	6	2017-02-17
2	主APP	ios	5.7.0	7	2017-02-17
2	主APP	ios	5.8.1	2	2017-02-17
2	主APP	ios	5.8.2	3	2017-02-17
2	主APP	ios	5.9.0	12	2017-02-17
2	主APP	ios	5.9.5	10	2017-02-17
2	主APP	ios	6.0.0	0	2017-02-17
2	主APP	ios	6.0.1	20	2017-02-17
2	主APP	ios	6.0.2	2	2017-02-17
2	主APP	ios	6.1.0	25	2017-02-17
2	主APP	ios	6.2.0	6	2017-02-17
2	主APP	ios	6.2.1	20	2017-02-17
2	主APP	ios	6.3.0	55	2017-02-17
2	主APP	ios	6.4.0	25	2017-02-17
2	主APP	ios	6.4.1	15	2017-02-17
2	主APP	ios	6.5.0	28	2017-02-17
2	主APP	ios	6.5.1	33	2017-02-17
2	主APP	ios	6.6.0	22	2017-02-17
2	主APP	ios	6.6.5	55	2017-02-17
2	主APP	ios	6.7.0	38	2017-02-17
2	主APP	ios	6.7.5	59	2017-02-17
2	主APP	ios	6.8.0	47	2017-02-17
2	主APP	ios	6.8.5	182	2017-02-17
2	主APP	ios	6.9.0	126	2017-02-17
2	主APP	ios	6.9.5	317	2017-02-17
2	主APP	ios	6.9.7	169	2017-02-17
2	主APP	ios	6.9.8	195	2017-02-17
2	主APP	ios	7.0.0	85	2017-02-17
2	主APP	ios	7.0.1	497	2017-02-17
2	主APP	ios	7.0.2	292	2017-02-17
2	主APP	ios	7.1.0	511	2017-02-17
2	主APP	ios	7.2.0	538	2017-02-17
2	主APP	ios	7.5.0	481	2017-02-17
2	主APP	ios	7.5.1	1537	2017-02-17
2	主APP	ios	7.5.3	0	2017-02-17
2	主APP	ios	7.6.0	2760	2017-02-17
2	主APP	ios	7.7.0	820	2017-02-17
2	主APP	ios	7.8.0	998	2017-02-17
2	主APP	ios	7.8.1	711	2017-02-17
2	主APP	ios	7.8.2	2859	2017-02-17
2	主APP	ios	7.9.0	8209	2017-02-17
2	主APP	ios	7.9.2	12135	2017-02-17
2	主APP	ios	7.9.4	6370	2017-02-17
2	主APP	ios	7.9.6	6018	2017-02-17
2	主APP	ios	7.9.8	7006	2017-02-17
2	主APP	ios	8.0.0	4143	2017-02-17
2	主APP	ios	8.0.1	7031	2017-02-17
2	主APP	ios	8.0.2	5902	2017-02-17
2	主APP	ios	8.0.4	5341	2017-02-17
2	主APP	ios	8.0.5	12382	2017-02-17
2	主APP	ios	8.0.6	11237	2017-02-17
2	主APP	ios	8.0.8	18927	2017-02-17
2	主APP	ios	8.1.0	23950	2017-02-17
2	主APP	ios	8.1.2	38255	2017-02-17
2	主APP	ios	8.1.4	33586	2017-02-17
2	主APP	ios	8.1.6	29839	2017-02-17
2	主APP	ios	9.0.0	6871	2017-02-17
2	主APP	ios	9.0.1	213615	2017-02-17
2	主APP	ios	9.0.2	116331	2017-02-17
2	主APP	ios	9.0.4	48451	2017-02-17
2	主APP	ios	9.0.6	83120	2017-02-17
2	主APP	ios	9.0.8	63528	2017-02-17
2	主APP	ios	9.1.0	119884	2017-02-17
